Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
121	0.2728	0.2716	|	0.9042	0.9041	0.9041	0.9041	|	0.8696	0.8780	0.8780	0.8780	|	0.8814	0.8841	0.8841	0.8841	|  Best result at epoch 99
122	0.2708	0.2697	|	0.9114	0.9117	0.9117	0.9117	|	0.8792	0.8841	0.8841	0.8841	|	0.8982	0.9024	0.9024	0.9024	|  Best result at epoch 99
123	0.2688	0.2680	|	0.9059	0.9056	0.9056	0.9056	|	0.8696	0.8780	0.8780	0.8780	|	0.8757	0.8780	0.8780	0.8780	|  Best result at epoch 99
124	0.2672	0.2681	|	0.9120	0.9117	0.9117	0.9117	|	0.8792	0.8841	0.8841	0.8841	|	0.8881	0.8902	0.8902	0.8902	|  Best result at epoch 99
125	0.2671	0.2727	|	0.8993	0.8995	0.8995	0.8995	|	0.8786	0.8902	0.8902	0.8902	|	0.8630	0.8659	0.8659	0.8659	|  Best result at epoch 99
126	0.2721	0.2915	|	0.9068	0.9041	0.9041	0.9041	|	0.8810	0.8841	0.8841	0.8841	|	0.8789	0.8780	0.8780	0.8780	|  Best result at epoch 99
127	0.2904	0.3095	|	0.8877	0.8858	0.8858	0.8858	|	0.8626	0.8720	0.8720	0.8720	|	0.8368	0.8415	0.8415	0.8415	|  Best result at epoch 99
128	0.3091	0.3022	|	0.9095	0.9072	0.9072	0.9072	|	0.8714	0.8720	0.8720	0.8720	|	0.8562	0.8537	0.8537	0.8537	|  Best result at epoch 99
129	0.3010	0.2790	|	0.9004	0.8995	0.8995	0.8995	|	0.8631	0.8720	0.8720	0.8720	|	0.8482	0.8537	0.8537	0.8537	|  Best result at epoch 99
130	0.2784	0.2659	|	0.9147	0.9132	0.9132	0.9132	|	0.8858	0.8902	0.8902	0.8902	|	0.8892	0.8902	0.8902	0.8902	|  Best result at epoch 99
131	0.2650	0.2592	|	0.9075	0.9072	0.9072	0.9072	|	0.8692	0.8780	0.8780	0.8780	|	0.8682	0.8720	0.8720	0.8720	|  Best result at epoch 99
132	0.2585	0.2569	|	0.9164	0.9163	0.9163	0.9163	|	0.8807	0.8841	0.8841	0.8841	|	0.9059	0.9085	0.9085	0.9085	|  Best result at epoch 99
133	0.2559	0.2572	|	0.9104	0.9117	0.9117	0.9117	|	0.8739	0.8841	0.8841	0.8841	|	0.8590	0.8659	0.8659	0.8659	|  Best result at epoch 99
134	0.2564	0.2641	|	0.9083	0.9087	0.9087	0.9087	|	0.8724	0.8780	0.8780	0.8780	|	0.8932	0.8963	0.8963	0.8963	|  Best result at epoch 99
