Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
58	0.2228	0.2373	|	0.5956	0.8904	0.8904	0.8904	|	0.5045	0.7411	0.7411	0.7411	|	0.5164	0.7997	0.7997	0.7997	|  Best result at epoch 38
59	0.2165	0.2313	|	0.5957	0.8904	0.8904	0.8904	|	0.5045	0.7411	0.7411	0.7411	|	0.5164	0.7989	0.7989	0.7989	|  Best result at epoch 38
60	0.2106	0.2266	|	0.5961	0.8913	0.8913	0.8913	|	0.5045	0.7411	0.7411	0.7411	|	0.5182	0.8013	0.8013	0.8013	|  Best result at epoch 38
61	0.2047	0.2205	|	0.5964	0.8922	0.8922	0.8922	|	0.5045	0.7411	0.7411	0.7411	|	0.5148	0.7973	0.7973	0.7973	|  Best result at epoch 38
62	0.1987	0.2149	|	0.6025	0.8966	0.8966	0.8966	|	0.5136	0.7500	0.7500	0.7500	|	0.5174	0.8013	0.8013	0.8013	|  Best result at epoch 38
63	0.1950	0.2104	|	0.5966	0.8922	0.8922	0.8922	|	0.5045	0.7411	0.7411	0.7411	|	0.5143	0.7965	0.7965	0.7965	|  Best result at epoch 38
64	0.1893	0.2078	|	0.6098	0.9002	0.9002	0.9002	|	0.5150	0.7500	0.7500	0.7500	|	0.5209	0.8053	0.8053	0.8053	|  Best result at epoch 38
65	0.1885	0.2130	|	0.5960	0.8922	0.8922	0.8922	|	0.4988	0.7321	0.7321	0.7321	|	0.5085	0.7861	0.7861	0.7861	|  Best result at epoch 38
66	0.1890	0.2233	|	0.6215	0.9064	0.9064	0.9064	|	0.5170	0.7589	0.7589	0.7589	|	0.5162	0.7997	0.7997	0.7997	|  Best result at epoch 38
67	0.2010	0.2124	|	0.5948	0.8904	0.8904	0.8904	|	0.4924	0.7232	0.7232	0.7232	|	0.5018	0.7772	0.7772	0.7772	|  Best result at epoch 38
68	0.1887	0.1969	|	0.6115	0.9037	0.9037	0.9037	|	0.5117	0.7500	0.7500	0.7500	|	0.5196	0.8045	0.8045	0.8045	|  Best result at epoch 38
69	0.1782	0.1880	|	0.6025	0.8993	0.8993	0.8993	|	0.5045	0.7411	0.7411	0.7411	|	0.5153	0.7981	0.7981	0.7981	|  Best result at epoch 38
70	0.1648	0.1829	|	0.6048	0.9020	0.9020	0.9020	|	0.5054	0.7411	0.7411	0.7411	|	0.5169	0.8005	0.8005	0.8005	|  Best result at epoch 38
71	0.1603	0.1801	|	0.6072	0.9046	0.9046	0.9046	|	0.5113	0.7500	0.7500	0.7500	|	0.5189	0.8029	0.8029	0.8029	|  Best result at epoch 38
72	0.1572	0.1783	|	0.6115	0.9082	0.9082	0.9082	|	0.5136	0.7500	0.7500	0.7500	|	0.5187	0.8021	0.8021	0.8021	|  Best result at epoch 38
73	0.1546	0.1764	|	0.6125	0.9082	0.9082	0.9082	|	0.5136	0.7500	0.7500	0.7500	|	0.5173	0.8005	0.8005	0.8005	|  Best result at epoch 38
74	0.1521	0.1757	|	0.6151	0.9091	0.9091	0.9091	|	0.5136	0.7500	0.7500	0.7500	|	0.5188	0.8021	0.8021	0.8021	|  Best result at epoch 38
75	0.1500	0.1743	|	0.6141	0.9082	0.9082	0.9082	|	0.5076	0.7411	0.7411	0.7411	|	0.5152	0.7965	0.7965	0.7965	|  Best result at epoch 38
76	0.1481	0.1730	|	0.6212	0.9109	0.9109	0.9109	|	0.5150	0.7500	0.7500	0.7500	|	0.5229	0.8037	0.8037	0.8037	|  Best result at epoch 38
77	0.1472	0.1700	|	0.6188	0.9109	0.9109	0.9109	|	0.5150	0.7500	0.7500	0.7500	|	0.5194	0.8013	0.8013	0.8013	|  Best result at epoch 38
78	0.1437	0.1669	|	0.6235	0.9109	0.9109	0.9109	|	0.5150	0.7500	0.7500	0.7500	|	0.5212	0.8013	0.8013	0.8013	|  Best result at epoch 38
79	0.1412	0.1660	|	0.6207	0.9109	0.9109	0.9109	|	0.5089	0.7411	0.7411	0.7411	|	0.5171	0.7957	0.7957	0.7957	|  Best result at epoch 38
80	0.1398	0.1670	|	0.6685	0.9144	0.9144	0.9144	|	0.5070	0.7411	0.7411	0.7411	|	0.5451	0.8045	0.8045	0.8045	|  Best result at epoch 38
81	0.1414	0.1626	|	0.8375	0.9412	0.9412	0.9412	|	0.6215	0.7679	0.7679	0.7679	|	0.6700	0.8197	0.8197	0.8197	|  Best result at epoch 38
82	0.1359	0.1586	|	0.8450	0.9421	0.9421	0.9421	|	0.5725	0.7589	0.7589	0.7589	|	0.6611	0.8173	0.8173	0.8173	|  Best result at epoch 38
83	0.1333	0.1570	|	0.8634	0.9456	0.9456	0.9456	|	0.5645	0.7500	0.7500	0.7500	|	0.6736	0.8205	0.8205	0.8205	|  Best result at epoch 38
84	0.1323	0.1570	|	0.9000	0.9545	0.9545	0.9545	|	0.6638	0.7768	0.7768	0.7768	|	0.6950	0.8213	0.8213	0.8213	|  Best result at epoch 84
85	0.1302	0.1548	|	0.8777	0.9501	0.9501	0.9501	|	0.6014	0.7500	0.7500	0.7500	|	0.6728	0.8197	0.8197	0.8197	|  Best result at epoch 84
86	0.1307	0.1566	|	0.8951	0.9519	0.9519	0.9519	|	0.6514	0.7679	0.7679	0.7679	|	0.7062	0.8221	0.8221	0.8221	|  Best result at epoch 84
87	0.1289	0.1509	|	0.9182	0.9626	0.9626	0.9626	|	0.6782	0.7679	0.7679	0.7679	|	0.6964	0.8229	0.8229	0.8229	|  Best result at epoch 84
88	0.1267	0.1553	|	0.9035	0.9545	0.9545	0.9545	|	0.6577	0.7679	0.7679	0.7679	|	0.7029	0.8173	0.8173	0.8173	|  Best result at epoch 84
89	0.1266	0.1541	|	0.8998	0.9581	0.9581	0.9581	|	0.6681	0.7679	0.7679	0.7679	|	0.6814	0.8189	0.8189	0.8189	|  Best result at epoch 84
90	0.1297	0.1517	|	0.9164	0.9581	0.9581	0.9581	|	0.6710	0.7679	0.7679	0.7679	|	0.7112	0.8213	0.8213	0.8213	|  Best result at epoch 84
91	0.1250	0.1471	|	0.9222	0.9643	0.9643	0.9643	|	0.6760	0.7679	0.7679	0.7679	|	0.7007	0.8213	0.8213	0.8213	|  Best result at epoch 84
92	0.1242	0.1440	|	0.9191	0.9608	0.9608	0.9608	|	0.6574	0.7589	0.7589	0.7589	|	0.7147	0.8253	0.8253	0.8253	|  Best result at epoch 84
93	0.1182	0.1433	|	0.9246	0.9652	0.9652	0.9652	|	0.6859	0.7679	0.7679	0.7679	|	0.7109	0.8237	0.8237	0.8237	|  Best result at epoch 84
94	0.1169	0.1411	|	0.9202	0.9626	0.9626	0.9626	|	0.6538	0.7589	0.7589	0.7589	|	0.6928	0.8165	0.8165	0.8165	|  Best result at epoch 84
95	0.1145	0.1383	|	0.9274	0.9661	0.9661	0.9661	|	0.6760	0.7679	0.7679	0.7679	|	0.7067	0.8221	0.8221	0.8221	|  Best result at epoch 84
96	0.1142	0.1415	|	0.9232	0.9626	0.9626	0.9626	|	0.6901	0.7679	0.7679	0.7679	|	0.7046	0.8189	0.8189	0.8189	|  Best result at epoch 84
97	0.1142	0.1374	|	0.9274	0.9661	0.9661	0.9661	|	0.6760	0.7679	0.7679	0.7679	|	0.7014	0.8197	0.8197	0.8197	|  Best result at epoch 84
98	0.1151	0.1384	|	0.9210	0.9626	0.9626	0.9626	|	0.7027	0.7768	0.7768	0.7768	|	0.7114	0.8221	0.8221	0.8221	|  Best result at epoch 84
99	0.1118	0.1332	|	0.9301	0.9670	0.9670	0.9670	|	0.6760	0.7679	0.7679	0.7679	|	0.7110	0.8213	0.8213	0.8213	|  Best result at epoch 84
100	0.1108	0.1345	|	0.9249	0.9643	0.9643	0.9643	|	0.6778	0.7679	0.7679	0.7679	|	0.7003	0.8205	0.8205	0.8205	|  Best result at epoch 84
101	0.1066	0.1259	|	0.9312	0.9679	0.9679	0.9679	|	0.7074	0.7768	0.7768	0.7768	|	0.7213	0.8245	0.8245	0.8245	|  Best result at epoch 84
102	0.1030	0.1263	|	0.9234	0.9652	0.9652	0.9652	|	0.7258	0.7857	0.7857	0.7857	|	0.7099	0.8229	0.8229	0.8229	|  Best result at epoch 102
103	0.1004	0.1295	|	0.9267	0.9661	0.9661	0.9661	|	0.6760	0.7679	0.7679	0.7679	|	0.7100	0.8229	0.8229	0.8229	|  Best result at epoch 102
104	0.1041	0.1301	|	0.9261	0.9643	0.9643	0.9643	|	0.7301	0.7857	0.7857	0.7857	|	0.7011	0.8133	0.8133	0.8133	|  Best result at epoch 102
105	0.1047	0.1332	|	0.9120	0.9608	0.9608	0.9608	|	0.6595	0.7589	0.7589	0.7589	|	0.7042	0.8213	0.8213	0.8213	|  Best result at epoch 102
106	0.1126	0.1293	|	0.9345	0.9670	0.9670	0.9670	|	0.6834	0.7679	0.7679	0.7679	|	0.6914	0.8117	0.8117	0.8117	|  Best result at epoch 102
107	0.1035	0.1267	|	0.9332	0.9688	0.9688	0.9688	|	0.6760	0.7679	0.7679	0.7679	|	0.7158	0.8229	0.8229	0.8229	|  Best result at epoch 102
108	0.1037	0.1188	|	0.9284	0.9670	0.9670	0.9670	|	0.7258	0.7857	0.7857	0.7857	|	0.7078	0.8229	0.8229	0.8229	|  Best result at epoch 102
109	0.0947	0.1140	|	0.9284	0.9670	0.9670	0.9670	|	0.7074	0.7768	0.7768	0.7768	|	0.7158	0.8229	0.8229	0.8229	|  Best result at epoch 102
110	0.0910	0.1132	|	0.9398	0.9706	0.9706	0.9706	|	0.7125	0.7768	0.7768	0.7768	|	0.7087	0.8173	0.8173	0.8173	|  Best result at epoch 102
111	0.0886	0.1112	|	0.9297	0.9679	0.9679	0.9679	|	0.6760	0.7679	0.7679	0.7679	|	0.7197	0.8245	0.8245	0.8245	|  Best result at epoch 102
112	0.0888	0.1111	|	0.9369	0.9697	0.9697	0.9697	|	0.7258	0.7857	0.7857	0.7857	|	0.7044	0.8181	0.8181	0.8181	|  Best result at epoch 102
113	0.0861	0.1085	|	0.9316	0.9688	0.9688	0.9688	|	0.7074	0.7768	0.7768	0.7768	|	0.7292	0.8269	0.8269	0.8269	|  Best result at epoch 102
114	0.0850	0.1130	|	0.9385	0.9706	0.9706	0.9706	|	0.7125	0.7768	0.7768	0.7768	|	0.6901	0.8117	0.8117	0.8117	|  Best result at epoch 102
115	0.0856	0.1143	|	0.9277	0.9670	0.9670	0.9670	|	0.6731	0.7589	0.7589	0.7589	|	0.7158	0.8229	0.8229	0.8229	|  Best result at epoch 102
116	0.0897	0.1126	|	0.9409	0.9706	0.9706	0.9706	|	0.7002	0.7679	0.7679	0.7679	|	0.6964	0.8125	0.8125	0.8125	|  Best result at epoch 102
117	0.0852	0.1127	|	0.9221	0.9652	0.9652	0.9652	|	0.6396	0.7500	0.7500	0.7500	|	0.7065	0.8197	0.8197	0.8197	|  Best result at epoch 102
118	0.0880	0.1094	|	0.9437	0.9724	0.9724	0.9724	|	0.7050	0.7768	0.7768	0.7768	|	0.6858	0.8101	0.8101	0.8101	|  Best result at epoch 102
119	0.0816	0.1041	|	0.9353	0.9697	0.9697	0.9697	|	0.6898	0.7679	0.7679	0.7679	|	0.7202	0.8237	0.8237	0.8237	|  Best result at epoch 102
120	0.0785	0.1066	|	0.9457	0.9733	0.9733	0.9733	|	0.7050	0.7768	0.7768	0.7768	|	0.6872	0.8093	0.8093	0.8093	|  Best result at epoch 102
121	0.0778	0.1053	|	0.9301	0.9679	0.9679	0.9679	|	0.6507	0.7500	0.7500	0.7500	|	0.7148	0.8229	0.8229	0.8229	|  Best result at epoch 102
122	0.0804	0.1068	|	0.9453	0.9724	0.9724	0.9724	|	0.7239	0.7768	0.7768	0.7768	|	0.7003	0.8117	0.8117	0.8117	|  Best result at epoch 102
123	0.0789	0.1100	|	0.9209	0.9652	0.9652	0.9652	|	0.6454	0.7500	0.7500	0.7500	|	0.6965	0.8165	0.8165	0.8165	|  Best result at epoch 102
124	0.0849	0.1038	|	0.9358	0.9697	0.9697	0.9697	|	0.7125	0.7768	0.7768	0.7768	|	0.7031	0.8165	0.8165	0.8165	|  Best result at epoch 102
125	0.0776	0.1009	|	0.9278	0.9670	0.9670	0.9670	|	0.6439	0.7500	0.7500	0.7500	|	0.7118	0.8197	0.8197	0.8197	|  Best result at epoch 102
